age,name,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
45,298,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,may,1030,1,-1,0,unknown,yes
38,299,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,yes
32,300,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,317,5,-1,0,unknown,yes
70,301,retired,divorced,primary,no,4531,no,no,cellular,18,may,445,1,-1,0,unknown,no
65,302,retired,divorced,primary,no,1840,no,no,cellular,1,jun,383,2,188,5,failure,no
56,303,blue-collar,married,secondary,no,345,yes,no,telephone,22,jul,605,1,-1,0,unknown,no
35,304,blue-collar,married,secondary,no,1287,yes,no,cellular,14,jul,330,2,-1,0,unknown,no
56,305,management,married,unknown,no,353,no,yes,cellular,25,jul,171,2,-1,0,unknown,no
56,306,technician,married,secondary,no,205,no,yes,cellular,23,jul,442,2,-1,0,unknown,no
49,307,entrepreneur,married,secondary,no,687,yes,no,cellular,17,apr,772,1,-1,0,unknown,yes
38,308,unemployed,married,primary,no,1147,yes,yes,unknown,8,may,249,5,-1,0,unknown,no
35,309,management,married,tertiary,no,4286,yes,no,unknown,9,may,357,1,-1,0,unknown,no
38,310,admin.,married,tertiary,no,605,no,no,cellular,18,nov,147,2,-1,0,unknown,no
49,311,blue-collar,married,secondary,no,8545,yes,yes,cellular,6,may,199,7,167,1,failure,no
55,312,management,married,unknown,no,559,no,no,cellular,28,jan,271,2,-1,0,unknown,no
43,313,blue-collar,single,primary,no,2,yes,no,cellular,30,jul,783,3,-1,0,unknown,no
43,314,management,married,tertiary,no,2,no,yes,cellular,20,aug,472,2,-1,0,unknown,no
25,315,admin.,single,tertiary,no,760,yes,no,cellular,27,may,223,3,89,2,failure,yes
30,316,blue-collar,married,primary,no,1317,yes,no,unknown,21,may,395,2,-1,0,unknown,no
46,317,blue-collar,married,secondary,no,182,no,no,cellular,4,feb,56,1,-1,0,unknown,no
50,318,admin.,married,primary,no,276,no,yes,unknown,17,jun,641,6,-1,0,unknown,no
35,319,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,4,164,2,failure,yes
26,320,unemployed,single,secondary,no,1064,no,no,unknown,31,may,113,1,-1,0,unknown,no
45,321,admin.,married,unknown,no,1783,no,no,unknown,20,jun,11,11,-1,0,unknown,no
37,322,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,157,1,-1,0,unknown,no
60,323,self-employed,single,tertiary,no,179,no,yes,cellular,29,jul,79,4,-1,0,unknown,no
38,324,management,married,tertiary,no,1199,no,no,cellular,4,aug,178,1,1,1,success,yes
47,325,blue-collar,married,primary,no,214,yes,yes,unknown,9,jun,168,1,-1,0,unknown,no
33,326,technician,married,secondary,no,6699,no,no,cellular,9,nov,425,1,462,1,failure,no
51,327,unemployed,married,secondary,no,1760,no,yes,cellular,19,nov,162,1,-1,0,unknown,no
35,328,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,jul,799,2,-1,0,unknown,yes
35,329,unemployed,married,secondary,no,978,no,no,cellular,29,dec,1370,3,209,3,success,yes
48,330,admin.,single,secondary,no,1150,yes,no,unknown,28,may,357,1,-1,0,unknown,no
37,331,admin.,married,secondary,no,121,no,no,cellular,22,jul,22,6,-1,0,unknown,no
29,332,technician,single,tertiary,no,828,yes,no,cellular,16,apr,215,3,321,3,other,no
34,333,admin.,married,secondary,no,244,yes,no,cellular,31,jul,56,4,-1,0,unknown,no
32,334,services,married,primary,no,228,yes,no,cellular,21,jul,1017,6,-1,0,unknown,yes
30,335,management,single,tertiary,no,424,no,no,cellular,16,apr,298,4,-1,0,unknown,yes
47,336,management,divorced,tertiary,no,447,no,yes,unknown,7,may,126,1,-1,0,unknown,no
33,337,blue-collar,married,primary,no,-195,no,no,unknown,20,sep,9,1,-1,0,unknown,no
33,338,management,single,tertiary,no,1410,yes,no,cellular,5,feb,8,1,254,5,failure,no
63,339,retired,married,primary,no,1084,no,no,cellular,14,oct,201,1,183,1,success,no
51,340,self-employed,divorced,primary,no,10924,no,no,cellular,6,may,106,2,-1,0,unknown,no
41,341,management,married,tertiary,no,832,yes,yes,cellular,21,nov,164,1,176,1,failure,no
56,342,retired,married,tertiary,no,478,no,no,cellular,5,feb,97,1,-1,0,unknown,no
60,343,management,single,tertiary,no,0,no,yes,cellular,23,jul,151,1,-1,0,unknown,no
41,344,self-employed,single,tertiary,no,3950,yes,no,unknown,30,may,96,2,-1,0,unknown,no
37,345,management,single,unknown,no,504,yes,no,cellular,16,apr,555,1,-1,0,unknown,no
36,346,blue-collar,single,secondary,no,219,yes,yes,cellular,11,may,270,2,347,1,failure,no
57,347,management,married,tertiary,no,1602,no,no,cellular,29,jul,339,3,-1,0,unknown,no
55,348,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,94,2,success,yes
44,349,admin.,married,secondary,no,0,yes,yes,unknown,16,may,159,1,-1,0,unknown,no
47,350,self-employed,married,tertiary,no,2303,yes,no,cellular,6,may,323,2,364,1,failure,no
31,351,blue-collar,married,secondary,no,1660,yes,no,cellular,20,apr,342,1,-1,0,unknown,no
35,352,management,married,tertiary,yes,32,yes,no,cellular,21,nov,180,1,-1,0,unknown,no
39,353,management,married,tertiary,no,278,no,yes,cellular,28,jul,60,3,-1,0,unknown,no
50,354,management,married,tertiary,no,4,no,no,cellular,17,nov,223,1,96,2,failure,no
29,355,management,married,tertiary,no,318,yes,no,cellular,18,may,1434,2,356,4,failure,no
30,356,services,single,secondary,no,209,yes,no,unknown,6,may,30,2,-1,0,unknown,no
46,357,services,married,secondary,no,271,yes,no,unknown,16,may,134,4,-1,0,unknown,no
27,358,management,single,unknown,no,3196,no,no,cellular,9,feb,10,2,-1,0,unknown,no
48,359,admin.,divorced,secondary,no,4099,no,no,cellular,2,apr,397,2,-1,0,unknown,yes
26,360,student,single,secondary,no,2572,yes,no,cellular,5,may,620,1,-1,0,unknown,no
36,361,management,single,tertiary,no,339,no,no,cellular,21,nov,6,6,-1,0,unknown,no
42,362,blue-collar,married,primary,no,0,yes,yes,cellular,7,may,209,2,-1,0,unknown,no
50,363,housemaid,married,primary,no,395,yes,no,unknown,15,may,419,2,-1,0,unknown,no
49,364,blue-collar,married,secondary,no,2039,yes,no,cellular,18,nov,283,2,-1,0,unknown,no
45,365,management,married,tertiary,no,5450,no,no,cellular,8,aug,188,2,-1,0,unknown,no
23,366,student,single,secondary,no,780,no,no,cellular,16,sep,267,1,-1,0,unknown,no
38,367,technician,single,secondary,no,0,yes,no,cellular,7,apr,196,2,-1,0,unknown,no
32,368,management,single,tertiary,no,8436,yes,no,cellular,17,apr,245,1,149,2,failure,no
60,369,technician,single,primary,no,11262,no,no,cellular,26,aug,323,1,-1,0,unknown,yes
30,370,entrepreneur,married,secondary,no,946,yes,no,cellular,19,nov,1065,1,183,1,other,no
58,371,housemaid,married,tertiary,no,497,no,no,unknown,11,jun,138,5,-1,0,unknown,no
60,372,retired,married,primary,no,55,no,no,cellular,4,jun,207,1,-1,0,unknown,no
38,373,services,married,secondary,no,-140,no,no,unknown,25,jun,456,3,-1,0,unknown,no
51,374,technician,married,secondary,no,-379,yes,no,cellular,5,aug,261,1,-1,0,unknown,no
42,375,admin.,married,secondary,no,-396,yes,no,cellular,11,may,80,1,308,4,failure,no
30,376,services,single,secondary,no,0,yes,no,cellular,18,may,131,6,363,9,failure,no
40,377,management,married,primary,no,733,yes,no,unknown,6,jun,94,7,-1,0,unknown,no
37,378,management,married,tertiary,no,393,yes,no,cellular,14,may,567,3,275,4,failure,yes
53,379,technician,divorced,primary,no,7290,yes,no,unknown,30,may,153,1,-1,0,unknown,no
27,380,services,single,secondary,no,468,yes,no,cellular,13,may,109,1,-1,0,unknown,no
39,381,blue-collar,married,secondary,no,0,yes,no,cellular,30,apr,53,1,325,1,failure,no
39,382,blue-collar,married,primary,no,3705,yes,no,unknown,16,jun,77,1,-1,0,unknown,no
59,383,retired,married,tertiary,no,9676,no,no,telephone,27,mar,234,2,-1,0,unknown,yes
37,384,services,married,secondary,no,1328,yes,no,telephone,13,may,121,2,341,4,failure,no
41,385,blue-collar,married,primary,no,8,yes,no,cellular,15,jul,155,2,-1,0,unknown,no
45,386,blue-collar,married,primary,no,61,no,no,cellular,17,apr,108,1,-1,0,unknown,no
48,387,management,married,tertiary,no,6613,no,no,unknown,17,jun,159,3,-1,0,unknown,no
48,388,technician,married,secondary,no,302,yes,no,unknown,26,may,208,3,-1,0,unknown,no
32,389,blue-collar,married,secondary,no,1005,no,no,cellular,12,may,215,1,-1,0,unknown,no
35,390,services,married,secondary,no,109,yes,no,unknown,6,may,597,3,-1,0,unknown,no
33,391,management,single,tertiary,no,1240,yes,no,cellular,4,feb,505,2,260,1,other,no
28,392,blue-collar,single,primary,no,0,yes,yes,unknown,3,jun,380,4,-1,0,unknown,no
64,393,retired,married,unknown,no,2923,no,no,cellular,12,mar,120,1,-1,0,unknown,no
35,394,technician,married,secondary,no,0,no,no,cellular,27,aug,106,4,-1,0,unknown,no
33,395,blue-collar,married,secondary,no,43,yes,no,cellular,14,may,332,2,358,2,failure,no
41,396,technician,married,secondary,no,288,yes,no,unknown,15,may,221,4,-1,0,unknown,no
34,397,admin.,married,secondary,no,613,yes,no,cellular,4,jun,80,1,-1,0,unknown,no
37,398,technician,single,tertiary,no,6101,no,no,cellular,4,may,60,5,87,1,success,no
38,399,blue-collar,married,primary,no,168,yes,yes,telephone,13,may,212,3,-1,0,unknown,no
39,400,blue-collar,married,primary,no,7685,yes,no,cellular,14,apr,493,3,-1,0,unknown,no
35,401,technician,divorced,tertiary,no,4515,yes,no,cellular,19,nov,98,2,-1,0,unknown,no
28,402,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,1,-1,0,unknown,yes
27,403,blue-collar,single,secondary,no,148,no,no,cellular,22,jul,203,1,-1,0,unknown,no
48,404,retired,married,primary,yes,-285,no,yes,cellular,19,nov,157,1,-1,0,unknown,no
50,405,blue-collar,married,secondary,no,887,no,no,unknown,16,jun,287,1,-1,0,unknown,no
45,406,self-employed,married,secondary,no,3098,yes,no,cellular,7,aug,159,2,-1,0,unknown,no
41,407,technician,married,tertiary,no,744,yes,no,unknown,14,may,125,1,-1,0,unknown,no
39,408,technician,married,secondary,no,130,no,no,cellular,8,jul,202,2,-1,0,unknown,no
44,409,management,married,secondary,no,438,yes,no,telephone,8,may,37,3,303,1,failure,no
54,410,admin.,married,secondary,no,0,no,no,cellular,28,jan,161,1,98,2,failure,yes
49,411,management,married,tertiary,no,322,no,no,cellular,6,aug,72,4,-1,0,unknown,no
34,412,blue-collar,single,secondary,no,186,no,no,cellular,2,feb,342,1,-1,0,unknown,no
75,413,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes
42,414,management,married,tertiary,no,0,no,no,cellular,13,aug,325,2,-1,0,unknown,no
53,415,blue-collar,married,secondary,no,4380,no,no,telephone,19,aug,223,7,-1,0,unknown,no
49,416,management,divorced,tertiary,no,755,no,no,cellular,31,jul,1212,4,-1,0,unknown,yes
31,417,services,single,secondary,no,2070,no,no,cellular,29,aug,319,2,-1,0,unknown,no
45,418,blue-collar,single,primary,no,999,no,no,cellular,29,jan,182,2,-1,0,unknown,no
39,419,self-employed,married,secondary,no,167,yes,yes,cellular,17,jul,330,1,-1,0,unknown,no
46,420,technician,married,secondary,no,1322,yes,yes,cellular,19,nov,514,1,-1,0,unknown,no
42,421,admin.,divorced,secondary,no,1076,yes,no,unknown,14,may,213,1,-1,0,unknown,no
37,422,management,married,tertiary,no,502,yes,no,cellular,7,may,551,1,351,1,failure,no
26,423,technician,single,tertiary,no,1216,yes,no,cellular,16,apr,472,2,-1,0,unknown,no
37,424,management,single,tertiary,no,876,yes,no,cellular,15,apr,140,4,327,2,failure,no
36,425,services,single,secondary,no,342,yes,no,unknown,7,may,142,1,-1,0,unknown,no
29,426,blue-collar,single,primary,no,950,yes,no,unknown,4,jun,135,3,-1,0,unknown,no
36,427,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,293,1,-1,0,unknown,no
26,428,technician,married,tertiary,no,3825,yes,no,unknown,13,may,107,1,-1,0,unknown,no
32,429,blue-collar,married,secondary,no,2366,yes,no,unknown,20,may,127,2,-1,0,unknown,no
40,430,management,married,tertiary,no,542,yes,no,cellular,20,nov,1816,1,-1,0,unknown,no
53,431,management,married,primary,no,995,no,no,cellular,4,feb,200,3,-1,0,unknown,no
29,432,management,married,tertiary,no,20,yes,no,cellular,12,may,418,1,-1,0,unknown,no
34,433,technician,single,tertiary,no,228,yes,no,cellular,22,jul,387,4,-1,0,unknown,no
43,434,blue-collar,married,secondary,no,130,no,no,cellular,5,may,156,1,337,3,failure,no
56,435,management,married,tertiary,no,217,no,yes,cellular,21,jul,121,2,-1,0,unknown,no
55,436,entrepreneur,divorced,tertiary,no,0,no,no,unknown,6,jun,108,2,-1,0,unknown,no
31,437,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,47,1,-1,0,unknown,no
27,438,admin.,single,secondary,no,619,yes,no,cellular,20,apr,16,5,322,4,other,no
36,439,management,married,secondary,no,644,yes,no,cellular,18,nov,54,2,-1,0,unknown,no
44,440,management,married,tertiary,no,22,yes,no,cellular,6,aug,265,2,-1,0,unknown,no
37,441,admin.,divorced,tertiary,no,4303,yes,no,unknown,23,may,168,1,-1,0,unknown,no
30,442,admin.,single,secondary,no,239,yes,no,cellular,7,may,115,3,-1,0,unknown,no
42,443,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown,no
30,444,management,married,tertiary,no,1221,yes,no,telephone,25,jul,279,4,-1,0,unknown,yes
62,445,retired,married,secondary,no,816,no,no,cellular,1,sep,28,2,-1,0,unknown,no
24,446,blue-collar,married,secondary,no,1222,yes,no,cellular,20,apr,369,1,-1,0,unknown,no
31,447,technician,married,secondary,no,2363,yes,no,unknown,13,may,247,1,-1,0,unknown,no
66,448,retired,married,tertiary,no,2262,no,no,cellular,22,apr,155,1,-1,0,unknown,no
47,449,admin.,married,secondary,no,2,no,no,cellular,10,jul,89,1,-1,0,unknown,no
39,450,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,nov,180,1,-1,0,unknown,no
35,451,technician,married,secondary,no,4508,yes,no,cellular,18,nov,854,1,-1,0,unknown,yes
35,452,admin.,divorced,secondary,no,-402,yes,no,cellular,17,apr,46,1,-1,0,unknown,no
27,453,technician,married,secondary,no,1577,yes,yes,unknown,28,may,266,2,-1,0,unknown,no
32,454,blue-collar,married,secondary,no,34,yes,no,cellular,5,may,321,2,-1,0,unknown,no
44,455,management,married,tertiary,no,795,no,no,cellular,28,aug,99,24,-1,0,unknown,no
42,456,blue-collar,married,secondary,no,117,yes,no,unknown,9,may,147,1,-1,0,unknown,no
34,457,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,1,-1,0,unknown,yes
25,458,services,single,secondary,no,402,no,yes,cellular,7,jul,264,1,-1,0,unknown,no
40,459,technician,single,secondary,no,641,no,no,cellular,16,jul,156,6,-1,0,unknown,no
43,460,management,divorced,tertiary,no,36,no,no,cellular,26,may,118,1,102,2,failure,no
55,461,unemployed,married,tertiary,no,383,no,no,unknown,6,may,343,3,-1,0,unknown,no
50,462,blue-collar,married,secondary,no,283,yes,no,cellular,7,aug,226,3,-1,0,unknown,no
45,463,management,divorced,tertiary,no,0,no,no,unknown,1,jun,5,1,-1,0,unknown,no
35,464,blue-collar,divorced,secondary,no,3102,yes,no,cellular,20,nov,138,1,-1,0,unknown,no
32,465,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,185,1,99,5,success,yes
59,466,housemaid,married,secondary,no,0,no,no,telephone,3,feb,722,1,99,4,failure,no
34,467,self-employed,married,secondary,no,-370,yes,no,unknown,21,may,748,1,-1,0,unknown,no
39,468,management,married,tertiary,no,-606,yes,no,unknown,26,may,142,1,-1,0,unknown,no
40,469,management,single,secondary,no,10378,yes,no,cellular,17,nov,523,3,-1,0,unknown,no
36,470,blue-collar,single,primary,no,1313,yes,no,unknown,20,jun,8,10,-1,0,unknown,no
40,471,management,married,tertiary,no,8969,yes,no,cellular,17,nov,153,1,-1,0,unknown,no
55,472,self-employed,married,secondary,no,-196,yes,no,unknown,20,may,210,2,-1,0,unknown,no
38,473,entrepreneur,married,secondary,yes,15,yes,no,cellular,10,jul,121,1,-1,0,unknown,no
61,474,admin.,married,secondary,no,4608,no,no,cellular,12,mar,212,1,-1,0,unknown,yes
41,475,management,married,tertiary,no,666,yes,no,unknown,21,may,253,3,-1,0,unknown,no
57,476,blue-collar,married,primary,no,452,yes,no,unknown,13,may,139,4,-1,0,unknown,no
48,477,blue-collar,married,secondary,no,149,yes,no,unknown,9,may,71,1,-1,0,unknown,no
77,478,retired,married,tertiary,no,7802,no,no,telephone,4,may,421,1,92,2,success,yes
35,479,services,married,secondary,no,1453,yes,no,unknown,28,may,199,1,-1,0,unknown,no
54,480,blue-collar,married,secondary,no,1480,yes,no,unknown,14,may,108,1,-1,0,unknown,no
37,481,management,single,unknown,no,715,yes,no,unknown,20,may,247,2,-1,0,unknown,no
56,482,management,single,secondary,no,237,yes,no,telephone,9,jul,236,4,-1,0,unknown,no
40,483,technician,married,secondary,no,694,yes,no,cellular,4,feb,97,4,196,5,failure,no
40,484,management,married,tertiary,no,0,no,no,cellular,14,jul,109,8,-1,0,unknown,no
54,485,management,married,tertiary,no,55,yes,no,cellular,2,jun,112,2,-1,0,unknown,no
55,486,housemaid,married,primary,no,136,yes,no,unknown,19,jun,15,10,-1,0,unknown,no
55,487,services,divorced,secondary,yes,-404,yes,no,cellular,22,jul,502,3,-1,0,unknown,no
52,488,blue-collar,married,primary,no,779,yes,no,unknown,16,may,30,3,-1,0,unknown,no
55,489,blue-collar,single,primary,no,1187,yes,no,unknown,2,jun,193,2,-1,0,unknown,no
33,490,management,married,tertiary,no,641,yes,no,cellular,13,aug,347,2,-1,0,unknown,no
52,491,blue-collar,married,unknown,no,826,yes,no,unknown,15,may,468,2,-1,0,unknown,no
33,492,services,divorced,secondary,no,991,yes,no,unknown,27,may,148,1,-1,0,unknown,no
53,493,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,1,91,2,success,yes
46,494,admin.,married,secondary,no,22,no,no,cellular,26,aug,388,6,-1,0,unknown,yes
44,495,technician,single,secondary,no,244,yes,no,cellular,12,aug,1735,4,-1,0,unknown,yes
48,496,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,339,1,-1,0,unknown,no
50,497,housemaid,married,secondary,no,7317,yes,no,cellular,13,may,172,1,370,1,failure,no
34,498,technician,single,secondary,no,4943,yes,yes,cellular,19,nov,117,2,-1,0,unknown,no
38,499,technician,single,secondary,no,258,no,yes,unknown,20,jun,587,2,-1,0,unknown,no
42,500,management,single,tertiary,no,515,yes,no,cellular,19,nov,501,2,-1,0,unknown,no
32,501,management,single,tertiary,no,12607,no,no,cellular,14,aug,203,5,84,1,failure,no
58,502,admin.,married,secondary,no,2,yes,yes,telephone,25,jul,282,9,-1,0,unknown,no
31,503,management,married,tertiary,no,13,no,no,cellular,28,aug,110,5,-1,0,unknown,no
19,504,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,unknown,yes
41,505,management,married,tertiary,no,3872,no,no,cellular,15,oct,231,1,-1,0,unknown,no
31,506,unemployed,married,secondary,no,296,yes,no,unknown,20,may,378,3,-1,0,unknown,no
52,507,self-employed,single,primary,no,217,no,yes,cellular,15,jul,193,6,-1,0,unknown,no
42,508,self-employed,divorced,tertiary,no,360,yes,no,unknown,24,jun,110,5,-1,0,unknown,no
41,509,blue-collar,single,secondary,no,428,yes,no,cellular,12,may,92,1,-1,0,unknown,no
30,510,blue-collar,single,secondary,no,315,no,no,cellular,23,jun,1407,1,-1,0,unknown,yes
38,511,blue-collar,married,secondary,no,121,yes,yes,cellular,6,feb,168,1,212,2,failure,no
32,512,management,married,tertiary,no,820,yes,no,cellular,17,jul,738,3,-1,0,unknown,no
52,513,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,1,63,5,failure,yes
48,514,management,divorced,tertiary,no,108,yes,no,unknown,27,may,89,2,-1,0,unknown,no
36,515,management,married,tertiary,no,-381,yes,no,cellular,31,jul,30,29,-1,0,unknown,no
45,516,unemployed,divorced,primary,no,757,no,no,cellular,20,apr,103,1,325,4,failure,no
34,517,technician,married,tertiary,no,691,yes,yes,unknown,2,jun,70,1,-1,0,unknown,no
